,category,id,question,type,flat list,test
4576,resource,dbpedia_15739,"Also known as Richard Neutra's place of death, in what country is Wuppertail located?","['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
4579,resource,dbpedia_9977,What city with millions of people has the official language of Urdu?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
4595,resource,dbpedia_15761,What country is Saint Martin in?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
4597,resource,dbpedia_11478,Which jurisdiction of Parliament of the United Kingdom that has diplomatic relation to Malta?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
4604,resource,dbpedia_20362,What is the local authority of Liverpool Institute High School for Boys ?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
4607,resource,dbpedia_9125,When did the Kabul Shahi dynasties rule over the land now known as Istanbul?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
4614,resource,dbpedia_21241,Give me the name of the organization hqed at  Chaeng Watthana Govt Complex?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
4626,resource,dbpedia_19626,Name the river  whose source location is Nevado Mismi and region is Arequipa Region?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
4651,resource,dbpedia_14035,What city replaced the capital of Tenochtitlan?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
4657,resource,dbpedia_16292,Which is {county seat} {active in} {Alexander H. Stephens} ?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
4669,resource,dbpedia_4282,Which tributary of the Ussuri River flows to the right?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
4677,resource,dbpedia_19106,Name the river with mouth palce Essex and source place as Gloucestershire ?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
4684,resource,dbpedia_19994,"Danny Felice, the Gibraltarian guitarist is from which city?","['dbo:City', 'dbo:Settlement', 'dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
4685,resource,dbpedia_17356,"Which county seat of Bridgetown has a member of an African, Caribbean or Pacific Group of States?","['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
4688,resource,dbpedia_1108,"Where were Catharine, Duchess of Cambridge and Prince William, Duke of Cambridge married?","['dbo:Church', 'dbo:ReligiousBuilding', 'dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Church' 'dbo:ReligiousBuilding' 'dbo:Building'
 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location']",True
4705,resource,dbpedia_20084,Where is Hafthor Julius Bjornsson from?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
4753,resource,dbpedia_4187,What is the galaxy with the lowest redshift whose constellation is Boötes?,"['dbo:Galaxy', 'dbo:CelestialBody', 'dbo:Place', 'dbo:Location']",['dbo:Galaxy' 'dbo:CelestialBody' 'dbo:Place' 'dbo:Location'],True
4756,resource,dbpedia_17645,Name the outer planet that has a semi-major axis as described in Otto's encyclopedia?,"['dbo:Planet', 'dbo:CelestialBody', 'dbo:Place', 'dbo:Location']",['dbo:Planet' 'dbo:CelestialBody' 'dbo:Place' 'dbo:Location'],True
4760,resource,dbpedia_11266,Tell me the city in Ukraine that replaces Khadjibey and whose name contains the word odessa?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
4763,resource,dbpedia_7987,which is sister birth city of Ludmilla Siim ?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
4771,resource,dbpedia_20549,To which settlement does Elliot Bay belong to?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
4800,resource,dbpedia_21833,Which river inflow of the Cahora Bassa is also Batoka Gorge Hydroelectric Power Station's river ?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
4803,resource,dbpedia_23420,With how many countries Iran has borders?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
4812,resource,dbpedia_19856,What is the region of Kim Sawchuk ?,"['dbo:Country', 'dbo:Continent', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:Country' 'dbo:Continent' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
4832,resource,dbpedia_18938,What are on the borders of Shimsa Plateau?,"['dbo:River', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']",['dbo:River' 'dbo:NaturalPlace' 'dbo:Place' 'dbo:Location'],True
4834,resource,dbpedia_5719,who archipelago for official language of norwegian?,"['dbo:Archipelago', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']",['dbo:Archipelago' 'dbo:NaturalPlace' 'dbo:Place' 'dbo:Location'],True
4842,resource,dbpedia_8769,What is the main tourist attraction for the religion of the Russian Orthodox Church?,"['dbo:Church', 'dbo:ReligiousBuilding', 'dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Church' 'dbo:ReligiousBuilding' 'dbo:Building'
 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location']",True
4857,resource,dbpedia_16360,What is the partner city of Antalya that is in the principal area of Omsk Governorate?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
4877,resource,dbpedia_22122,"What are the hubs of PLUS Helicopter Services, a highway helicopter unit of PLUS Expressways?","['dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
4878,resource,dbpedia_4663,Which country replaced Czechoslovakia?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
4889,resource,dbpedia_6210,Tell the name of military museum with the highest number of visitors per year whose location is les invalides?,"['dbo:Museum', 'dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Museum' 'dbo:Building' 'dbo:ArchitecturalStructure' 'dbo:Place'
 'dbo:Location']",True
4898,resource,dbpedia_1493,What is the asteroid with the lowest rotation period whose site of astronomical discovery is Bishop Observatory ?,"['dbo:Asteroid', 'dbo:CelestialBody', 'dbo:Place', 'dbo:Location']",['dbo:Asteroid' 'dbo:CelestialBody' 'dbo:Place' 'dbo:Location'],True
4909,resource,dbpedia_13131,When during the history of Turkey did the country have diplomatic relations with Argentina?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
4923,resource,dbpedia_9951,What is the covered bridge with the lowest number of spans whose instance of is road bridge?,"['dbo:Bridge', 'dbo:RouteOfTransportation', 'dbo:Infrastructure', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Bridge' 'dbo:RouteOfTransportation' 'dbo:Infrastructure'
 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location']",True
4925,resource,dbpedia_22696,Raymond Johansen is the mayor of what city?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
4929,resource,dbpedia_17926,Which is {tributary} of {on harbour} of {Rodrigues} ?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
4930,resource,dbpedia_23552,What is the highest mountain in Australia?,"['dbo:Mountain', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']",['dbo:Mountain' 'dbo:NaturalPlace' 'dbo:Place' 'dbo:Location'],True
4931,resource,dbpedia_18703,"Which river originates from Cape Vincent and Kingston, Ontario?","['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
4942,resource,dbpedia_20904,In which timezone does Khok Kwang lie?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
4950,resource,dbpedia_5722,What are the  railroad line which start with the letter s,"['dbo:RailwayLine', 'dbo:RouteOfTransportation', 'dbo:Infrastructure', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:RailwayLine' 'dbo:RouteOfTransportation' 'dbo:Infrastructure'
 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location']",True
4960,resource,dbpedia_1945,Rome was the capital of what former empire?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
4971,resource,dbpedia_2938,What is the name o an historical country that starts with the letter r.,"['dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
4981,resource,dbpedia_14263,Where did David Hume die?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
4989,resource,dbpedia_11182,What is the tribute of the shore of Faial Island?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
5001,resource,dbpedia_4441,WHERE IS THE HQ LOCATION OF IZZY ASPER PARTY MEMBER?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
5009,resource,dbpedia_10088,"In a notable incident during the World Premiere, what is the place of Don Giovanni's first performance?","['dbo:Building', 'dbo:Theatre', 'dbo:Venue', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Building' 'dbo:Theatre' 'dbo:Venue' 'dbo:ArchitecturalStructure'
 'dbo:Place' 'dbo:Location']",True
5011,resource,dbpedia_3854,What is the tributary of the lake next to Honshu?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
5024,resource,dbpedia_20852,What is the Location of the Dofinivka Estuary which is also the  birthplace of the Liliya Lobanova ?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
5029,resource,dbpedia_7581,Which US settlement has the lowest number of households?,"['dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
5035,resource,dbpedia_7456,Which state has the oldest Canadian diplomats?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
5036,resource,dbpedia_9814,"""Which is {watercourse ends in} of {Gulf of Maine}, whose {tributary} is {Rio Miriri} ?""","['dbo:Ocean', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:Ocean' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
5042,resource,dbpedia_17055,In which city does Aung San Suu Kyi live in?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
5068,resource,dbpedia_21023,Where do the judge advocate general corps live?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
5080,resource,dbpedia_18544,Where does Dennis DeConcini and Scott Berkun both live?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
5115,resource,dbpedia_6711,Which sovereign member of the International Bank for Reconstruction and Development has the lowest speed limit.,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
5116,resource,dbpedia_5786,Which golf course with the highest par is in California?,"['dbo:GolfCourse', 'dbo:SportFacility', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:GolfCourse' 'dbo:SportFacility' 'dbo:ArchitecturalStructure'
 'dbo:Place' 'dbo:Location']",True
5124,resource,dbpedia_21741,What is the deathplace of the rugby player who is the relatives of Anton Oliver ?,"['dbo:Country', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:Country' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
5138,resource,dbpedia_8672,What comes from punk rock that has twin city in Tokyo?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
5143,resource,dbpedia_12007,What country is The Star-Spangled Banner connect to?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
5148,resource,dbpedia_14286,"Where is the place of death of György Sárosi, in Italy?","['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
5150,resource,dbpedia_1807,Which dwarf elliptical galaxy for parent astronomical body of  Andromeda Galaxy,"['dbo:Galaxy', 'dbo:CelestialBody', 'dbo:Place', 'dbo:Location']",['dbo:Galaxy' 'dbo:CelestialBody' 'dbo:Place' 'dbo:Location'],True
5156,resource,dbpedia_10610,What is in the principal area of Bouvet Island that is also a member of the Group on Earth Observations?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
5167,resource,dbpedia_2296,Which area of land did Frank Gehry protect?,"['dbo:ProtectedArea', 'dbo:Place', 'dbo:Location']",['dbo:ProtectedArea' 'dbo:Place' 'dbo:Location'],True
5174,resource,dbpedia_23374,What is the location of the Houses of Parliament?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
5178,resource,dbpedia_10791,What is the adjacent station for Oregon City?,"['dbo:RailwayStation', 'dbo:Station', 'dbo:Infrastructure', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:RailwayStation' 'dbo:Station' 'dbo:Infrastructure'
 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location']",True
5189,resource,dbpedia_18741,President of Ghana is the leader title of which country?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
5207,resource,dbpedia_15048,What is the partner town of the place from Tomas Cruz Martinez?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
5214,resource,dbpedia_5121,What's the territorial entity and twinned administrative body of San Francisco?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
5218,resource,dbpedia_13646,Which is the capital of the twinned administrative body of Sofia?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
5231,resource,dbpedia_9428,What is the river that flows through Nizhny Novgorod,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
5233,resource,dbpedia_9561,"Where on the coast of Attu Island, is the Lluta River tributary located?","['dbo:Ocean', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:Ocean' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
5234,resource,dbpedia_13959,What is the location born of Lester B. Pearson with the title of head of government being the Mayor of Toronto?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
5257,resource,dbpedia_13935,WHICH IS THE MINOR BASILICA THAT ARCHITECTURAL STYLE RENAISSANCE ARCHITECTURE AND WHICH CONTAINS THE WORD SANTI IN THEIR NAME,"['dbo:Church', 'dbo:ReligiousBuilding', 'dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Church' 'dbo:ReligiousBuilding' 'dbo:Building'
 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location']",True
5269,resource,dbpedia_22607,On which river are there things belonging to zambezi river authority?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
5271,resource,dbpedia_21347,What is the constituency of the leader of Labour Party (Norway)?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
